专业,学校,平均分,最高分,考生地区,文理科,年份,批次,多余列,爬取页编码
教育学,中央民族大学,--,575,黑龙江,文科,2017,第一批,加入对比 ,2
社会学类,中央民族大学,--,572,黑龙江,文科,2017,第一批,加入对比 ,2
法学,中央民族大学,--,582,黑龙江,文科,2017,第一批,加入对比 ,2
哲学类,中央民族大学,--,572,黑龙江,文科,2017,第一批,加入对比 ,2
外国语言文学类,中央民族大学,--,371,江苏,理科,2017,第一批,加入对比 ,2
统计学类,中央民族大学,--,366,江苏,理科,2017,第一批,加入对比 ,2
生物科学类,中央民族大学,--,365,江苏,理科,2017,第一批,加入对比 ,2
经济学类,中央民族大学,--,369,江苏,理科,2017,第一批,加入对比 ,2
环境科学与工程类,中央民族大学,--,366,江苏,理科,2017,第一批,加入对比 ,2
光电信息科学与工程,中央民族大学,--,365,江苏,理科,2017,第一批,加入对比 ,2
法学,中央民族大学,--,369,江苏,理科,2017,第一批,加入对比 ,2
中国语言文学类,中央民族大学,--,366,江苏,文科,2017,第一批,加入对比 ,2
哲学类,中央民族大学,--,367,江苏,文科,2017,第一批,加入对比 ,2
新闻传播学类,中央民族大学,--,375,江苏,文科,2017,第一批,加入对比 ,2
文物与博物馆学,中央民族大学,--,367,江苏,文科,2017,第一批,加入对比 ,2
外国语言文学类,中央民族大学,--,374,江苏,文科,2017,第一批,加入对比 ,2
日语,中央民族大学,--,365,江苏,文科,2017,第一批,加入对比 ,2
民族学,中央民族大学,--,366,江苏,文科,2017,第一批,加入对比 ,2
法学,中央民族大学,--,587,黑龙江,理科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,601,黑龙江,理科,2017,第一批,加入对比 ,3
历史学,中央民族大学,--,587,黑龙江,文科,2017,第一批,加入对比 ,3
新闻传播学类,中央民族大学,--,581,黑龙江,文科,2017,第一批,加入对比 ,3
日语,中央民族大学,--,576,黑龙江,文科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,573,黑龙江,文科,2017,第一批,加入对比 ,3
中国语言文学类,中央民族大学,--,578,黑龙江,文科,2017,第一批,加入对比 ,3
教育学,中央民族大学,--,575,黑龙江,文科,2017,第一批,加入对比 ,3
社会学类,中央民族大学,--,572,黑龙江,文科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,582,黑龙江,文科,2017,第一批,加入对比 ,3
哲学类,中央民族大学,--,572,黑龙江,文科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,371,江苏,理科,2017,第一批,加入对比 ,3
统计学类,中央民族大学,--,366,江苏,理科,2017,第一批,加入对比 ,3
生物科学类,中央民族大学,--,365,江苏,理科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,369,江苏,理科,2017,第一批,加入对比 ,3
环境科学与工程类,中央民族大学,--,366,江苏,理科,2017,第一批,加入对比 ,3
光电信息科学与工程,中央民族大学,--,365,江苏,理科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,369,江苏,理科,2017,第一批,加入对比 ,3
中国语言文学类,中央民族大学,--,366,江苏,文科,2017,第一批,加入对比 ,3
哲学类,中央民族大学,--,367,江苏,文科,2017,第一批,加入对比 ,3
新闻传播学类,中央民族大学,--,375,江苏,文科,2017,第一批,加入对比 ,3
文物与博物馆学,中央民族大学,--,367,江苏,文科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,374,江苏,文科,2017,第一批,加入对比 ,3
日语,中央民族大学,--,365,江苏,文科,2017,第一批,加入对比 ,3
民族学,中央民族大学,--,366,江苏,文科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,367,江苏,文科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,370,江苏,文科,2017,第一批,加入对比 ,3
环境科学与工程类,中央民族大学,--,545,福建,理科,2017,第一批,加入对比 ,3
自动化,中央民族大学,--,550,福建,理科,2017,第一批,加入对比 ,3
统计学类,中央民族大学,--,551,福建,理科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,555,福建,理科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,559,福建,理科,2017,第一批,加入对比 ,3
日语,中央民族大学,--,560,福建,文科,2017,第一批,加入对比 ,3
哲学类,中央民族大学,--,561,福建,文科,2017,第一批,加入对比 ,3
社会学类,中央民族大学,--,563,福建,文科,2017,第一批,加入对比 ,3
中国语言文学类,中央民族大学,--,565,福建,文科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,567,福建,文科,2017,第一批,加入对比 ,3
新闻传播学类,中央民族大学,--,568,福建,文科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,567,福建,文科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,572,福建,文科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,562,广东,理科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,563,广东,理科,2017,第一批,加入对比 ,3
哲学类,中央民族大学,--,575,广东,文科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,577,广东,文科,2017,第一批,加入对比 ,3
文物与博物馆学,中央民族大学,--,580,广东,文科,2017,第一批,加入对比 ,3
民族学,中央民族大学,--,581,广东,文科,2017,第一批,加入对比 ,3
新闻传播学类,中央民族大学,--,581,广东,文科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,581,广东,文科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,582,广东,文科,2017,第一批,加入对比 ,3
光电信息科学与工程,中央民族大学,--,580,重庆,理科,2017,第一批,加入对比 ,3
自动化,中央民族大学,--,581,重庆,理科,2017,第一批,加入对比 ,3
生物科学类,中央民族大学,--,581,重庆,理科,2017,第一批,加入对比 ,3
环境科学与工程类,中央民族大学,--,580,重庆,理科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,586,重庆,理科,2017,第一批,加入对比 ,3
历史学,中央民族大学,--,590,重庆,文科,2017,提前批,加入对比 ,3
法学,中央民族大学,--,600,重庆,理科,2017,第一批,加入对比 ,3
哲学类,中央民族大学,--,593,重庆,文科,2017,第一批,加入对比 ,3
社会学类,中央民族大学,--,593,重庆,文科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,598,重庆,文科,2017,第一批,加入对比 ,3
法学,中央民族大学,--,599,重庆,文科,2017,第一批,加入对比 ,3
民族学,中央民族大学,--,597,重庆,文科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,602,重庆,文科,2017,第一批,加入对比 ,3
新闻传播学类,中央民族大学,--,607,重庆,文科,2017,第一批,加入对比 ,3
光电信息科学与工程,中央民族大学,--,592,四川,理科,2017,第一批,加入对比 ,3
自动化,中央民族大学,--,593,四川,理科,2017,第一批,加入对比 ,3
生物科学类,中央民族大学,--,592,四川,理科,2017,第一批,加入对比 ,3
哲学类,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,3
新闻传播学类,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,3
中国语言文学类,中央民族大学,--,595,四川,文科,2017,第一批,加入对比 ,3
统计学类,中央民族大学,--,593,四川,理科,2017,第一批,加入对比 ,3
政治学与行政学,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,3
外国语言文学类,中央民族大学,--,594,四川,理科,2017,第一批,加入对比 ,3
社会学类,中央民族大学,--,596,四川,文科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,604,四川,理科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,606,四川,文科,2017,第一批,加入对比 ,3
经济学类,中央民族大学,--,367,江苏,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,370,江苏,文科,2017,第一批,加入对比 ,4
环境科学与工程类,中央民族大学,--,545,福建,理科,2017,第一批,加入对比 ,4
自动化,中央民族大学,--,550,福建,理科,2017,第一批,加入对比 ,4
统计学类,中央民族大学,--,551,福建,理科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,555,福建,理科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,559,福建,理科,2017,第一批,加入对比 ,4
日语,中央民族大学,--,560,福建,文科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,561,福建,文科,2017,第一批,加入对比 ,4
社会学类,中央民族大学,--,563,福建,文科,2017,第一批,加入对比 ,4
中国语言文学类,中央民族大学,--,565,福建,文科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,567,福建,文科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,568,福建,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,567,福建,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,572,福建,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,562,广东,理科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,563,广东,理科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,575,广东,文科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,577,广东,文科,2017,第一批,加入对比 ,4
文物与博物馆学,中央民族大学,--,580,广东,文科,2017,第一批,加入对比 ,4
民族学,中央民族大学,--,581,广东,文科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,581,广东,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,581,广东,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,582,广东,文科,2017,第一批,加入对比 ,4
光电信息科学与工程,中央民族大学,--,580,重庆,理科,2017,第一批,加入对比 ,4
自动化,中央民族大学,--,581,重庆,理科,2017,第一批,加入对比 ,4
生物科学类,中央民族大学,--,581,重庆,理科,2017,第一批,加入对比 ,4
环境科学与工程类,中央民族大学,--,580,重庆,理科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,586,重庆,理科,2017,第一批,加入对比 ,4
历史学,中央民族大学,--,590,重庆,文科,2017,提前批,加入对比 ,4
法学,中央民族大学,--,600,重庆,理科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,593,重庆,文科,2017,第一批,加入对比 ,4
社会学类,中央民族大学,--,593,重庆,文科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,598,重庆,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,599,重庆,文科,2017,第一批,加入对比 ,4
民族学,中央民族大学,--,597,重庆,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,602,重庆,文科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,607,重庆,文科,2017,第一批,加入对比 ,4
光电信息科学与工程,中央民族大学,--,592,四川,理科,2017,第一批,加入对比 ,4
自动化,中央民族大学,--,593,四川,理科,2017,第一批,加入对比 ,4
生物科学类,中央民族大学,--,592,四川,理科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,4
中国语言文学类,中央民族大学,--,595,四川,文科,2017,第一批,加入对比 ,4
统计学类,中央民族大学,--,593,四川,理科,2017,第一批,加入对比 ,4
政治学与行政学,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,594,四川,理科,2017,第一批,加入对比 ,4
社会学类,中央民族大学,--,596,四川,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,604,四川,理科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,606,四川,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,606,四川,文科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,606,四川,文科,2017,第一批,加入对比 ,4
化学,中央民族大学,--,566,陕西,理科,2017,第一批,加入对比 ,4
信息与计算科学,中央民族大学,--,568,陕西,理科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,575,陕西,理科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,595,陕西,理科,2017,第一批,加入对比 ,4
文物与博物馆学,中央民族大学,--,599,陕西,文科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,599,陕西,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,601,陕西,文科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,606,陕西,文科,2017,第一批,加入对比 ,4
社会学类,中央民族大学,--,605,陕西,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,607,陕西,文科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,605,陕西,文科,2017,第一批,加入对比 ,4
中国语言文学类,中央民族大学,--,610,陕西,文科,2017,第一批,加入对比 ,4
生物科学类,中央民族大学,--,610,河北,理科,2017,第一批,加入对比 ,4
制药工程,中央民族大学,--,610,河北,理科,2017,第一批,加入对比 ,4
光电信息科学与工程,中央民族大学,--,612,河北,理科,2017,第一批,加入对比 ,4
统计学类,中央民族大学,--,612,河北,理科,2017,第一批,加入对比 ,4
政治学与行政学,中央民族大学,--,618,河北,文科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,618,河北,文科,2017,第一批,加入对比 ,4
中国语言文学类,中央民族大学,--,620,河北,文科,2017,第一批,加入对比 ,4
民族学,中央民族大学,--,621,河北,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,620,河北,文科,2017,第一批,加入对比 ,4
历史学,中央民族大学,--,623,河北,文科,2017,第一批,加入对比 ,4
社会学类,中央民族大学,--,568,内蒙古,文科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,566,内蒙古,文科,2017,第一批,加入对比 ,4
教育学,中央民族大学,--,568,内蒙古,文科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,569,内蒙古,文科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,569,内蒙古,文科,2017,第一批,加入对比 ,4
政治学与行政学,中央民族大学,--,575,内蒙古,文科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,573,内蒙古,文科,2017,第一批,加入对比 ,4
中国语言文学类,中央民族大学,--,575,内蒙古,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,576,内蒙古,文科,2017,第一批,加入对比 ,4
统计学类,中央民族大学,--,583,内蒙古,理科,2017,提前批,加入对比 ,4
化学,中央民族大学,--,584,内蒙古,理科,2017,第一批,加入对比 ,4
生物科学类,中央民族大学,--,591,内蒙古,理科,2017,第一批,加入对比 ,4
环境科学与工程类,中央民族大学,--,590,内蒙古,理科,2017,第一批,加入对比 ,4
信息与计算科学,中央民族大学,--,591,内蒙古,理科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,602,内蒙古,理科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,611,内蒙古,理科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,621,内蒙古,理科,2017,第一批,加入对比 ,4
环境科学与工程类,中央民族大学,--,588,河南,理科,2017,第一批,加入对比 ,4
生物科学类,中央民族大学,--,588,河南,理科,2017,第一批,加入对比 ,4
法学,中央民族大学,--,589,河南,理科,2017,第一批,加入对比 ,4
统计学类,中央民族大学,--,591,河南,理科,2017,第一批,加入对比 ,4
光电信息科学与工程,中央民族大学,--,599,河南,理科,2017,第一批,加入对比 ,4
外国语言文学类,中央民族大学,--,599,河南,文科,2017,第一批,加入对比 ,4
哲学类,中央民族大学,--,599,河南,文科,2017,第一批,加入对比 ,4
经济学类,中央民族大学,--,603,河南,理科,2017,第一批,加入对比 ,4
新闻传播学类,中央民族大学,--,601,河南,文科,2017,第一批,加入对比 ,4
自动化,中央民族大学,--,581,重庆,理科,2017,第一批,加入对比 ,5
生物科学类,中央民族大学,--,581,重庆,理科,2017,第一批,加入对比 ,5
环境科学与工程类,中央民族大学,--,580,重庆,理科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,586,重庆,理科,2017,第一批,加入对比 ,5
历史学,中央民族大学,--,590,重庆,文科,2017,提前批,加入对比 ,5
法学,中央民族大学,--,600,重庆,理科,2017,第一批,加入对比 ,5
哲学类,中央民族大学,--,593,重庆,文科,2017,第一批,加入对比 ,5
社会学类,中央民族大学,--,593,重庆,文科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,598,重庆,文科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,599,重庆,文科,2017,第一批,加入对比 ,5
民族学,中央民族大学,--,597,重庆,文科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,602,重庆,文科,2017,第一批,加入对比 ,5
新闻传播学类,中央民族大学,--,607,重庆,文科,2017,第一批,加入对比 ,5
光电信息科学与工程,中央民族大学,--,592,四川,理科,2017,第一批,加入对比 ,5
自动化,中央民族大学,--,593,四川,理科,2017,第一批,加入对比 ,5
生物科学类,中央民族大学,--,592,四川,理科,2017,第一批,加入对比 ,5
哲学类,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,5
新闻传播学类,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,5
中国语言文学类,中央民族大学,--,595,四川,文科,2017,第一批,加入对比 ,5
统计学类,中央民族大学,--,593,四川,理科,2017,第一批,加入对比 ,5
政治学与行政学,中央民族大学,--,593,四川,文科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,594,四川,理科,2017,第一批,加入对比 ,5
社会学类,中央民族大学,--,596,四川,文科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,604,四川,理科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,606,四川,文科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,606,四川,文科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,606,四川,文科,2017,第一批,加入对比 ,5
化学,中央民族大学,--,566,陕西,理科,2017,第一批,加入对比 ,5
信息与计算科学,中央民族大学,--,568,陕西,理科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,575,陕西,理科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,595,陕西,理科,2017,第一批,加入对比 ,5
文物与博物馆学,中央民族大学,--,599,陕西,文科,2017,第一批,加入对比 ,5
新闻传播学类,中央民族大学,--,599,陕西,文科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,601,陕西,文科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,606,陕西,文科,2017,第一批,加入对比 ,5
社会学类,中央民族大学,--,605,陕西,文科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,607,陕西,文科,2017,第一批,加入对比 ,5
哲学类,中央民族大学,--,605,陕西,文科,2017,第一批,加入对比 ,5
中国语言文学类,中央民族大学,--,610,陕西,文科,2017,第一批,加入对比 ,5
生物科学类,中央民族大学,--,610,河北,理科,2017,第一批,加入对比 ,5
制药工程,中央民族大学,--,610,河北,理科,2017,第一批,加入对比 ,5
光电信息科学与工程,中央民族大学,--,612,河北,理科,2017,第一批,加入对比 ,5
统计学类,中央民族大学,--,612,河北,理科,2017,第一批,加入对比 ,5
政治学与行政学,中央民族大学,--,618,河北,文科,2017,第一批,加入对比 ,5
哲学类,中央民族大学,--,618,河北,文科,2017,第一批,加入对比 ,5
中国语言文学类,中央民族大学,--,620,河北,文科,2017,第一批,加入对比 ,5
民族学,中央民族大学,--,621,河北,文科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,620,河北,文科,2017,第一批,加入对比 ,5
历史学,中央民族大学,--,623,河北,文科,2017,第一批,加入对比 ,5
社会学类,中央民族大学,--,568,内蒙古,文科,2017,第一批,加入对比 ,5
哲学类,中央民族大学,--,566,内蒙古,文科,2017,第一批,加入对比 ,5
教育学,中央民族大学,--,568,内蒙古,文科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,569,内蒙古,文科,2017,第一批,加入对比 ,5
新闻传播学类,中央民族大学,--,569,内蒙古,文科,2017,第一批,加入对比 ,5
政治学与行政学,中央民族大学,--,575,内蒙古,文科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,573,内蒙古,文科,2017,第一批,加入对比 ,5
中国语言文学类,中央民族大学,--,575,内蒙古,文科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,576,内蒙古,文科,2017,第一批,加入对比 ,5
统计学类,中央民族大学,--,583,内蒙古,理科,2017,提前批,加入对比 ,5
化学,中央民族大学,--,584,内蒙古,理科,2017,第一批,加入对比 ,5
生物科学类,中央民族大学,--,591,内蒙古,理科,2017,第一批,加入对比 ,5
环境科学与工程类,中央民族大学,--,590,内蒙古,理科,2017,第一批,加入对比 ,5
信息与计算科学,中央民族大学,--,591,内蒙古,理科,2017,第一批,加入对比 ,5
新闻传播学类,中央民族大学,--,602,内蒙古,理科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,611,内蒙古,理科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,621,内蒙古,理科,2017,第一批,加入对比 ,5
环境科学与工程类,中央民族大学,--,588,河南,理科,2017,第一批,加入对比 ,5
生物科学类,中央民族大学,--,588,河南,理科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,589,河南,理科,2017,第一批,加入对比 ,5
统计学类,中央民族大学,--,591,河南,理科,2017,第一批,加入对比 ,5
光电信息科学与工程,中央民族大学,--,599,河南,理科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,599,河南,文科,2017,第一批,加入对比 ,5
哲学类,中央民族大学,--,599,河南,文科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,603,河南,理科,2017,第一批,加入对比 ,5
新闻传播学类,中央民族大学,--,601,河南,文科,2017,第一批,加入对比 ,5
日语,中央民族大学,--,601,河南,文科,2017,第一批,加入对比 ,5
中国语言文学类,中央民族大学,--,601,河南,文科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,603,河南,文科,2017,第一批,加入对比 ,5
历史学,中央民族大学,--,603,河南,文科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,604,河南,文科,2017,第一批,加入对比 ,5
社会学类,中央民族大学,--,606,河南,文科,2017,第一批,加入对比 ,5
文物与博物馆学,中央民族大学,--,606,广西,文科,2017,第一批,加入对比 ,5
历史学,中央民族大学,--,610,广西,文科,2017,第一批,加入对比 ,5
新闻传播学类,中央民族大学,--,610,广西,文科,2017,第一批,加入对比 ,5
外国语言文学类,中央民族大学,--,610,广西,文科,2017,第一批,加入对比 ,5
中国语言文学类,中央民族大学,--,615,广西,文科,2017,第一批,加入对比 ,5
教育学,中央民族大学,--,606,广西,文科,2017,第一批,加入对比 ,5
民族学,中央民族大学,--,610,广西,文科,2017,第一批,加入对比 ,5
社会学类,中央民族大学,--,610,广西,文科,2017,第一批,加入对比 ,5
政治学与行政学,中央民族大学,--,607,广西,文科,2017,第一批,加入对比 ,5
法学,中央民族大学,--,615,广西,文科,2017,第一批,加入对比 ,5
经济学类,中央民族大学,--,616,广西,文科,2017,第一批,加入对比 ,5
哲学类,中央民族大学,--,603,广西,文科,2017,第一批,加入对比 ,5
历史学,中央民族大学,--,577,新疆,文科,2017,第一批,加入对比 ,5
中国少数民族语言文学,中央民族大学,515,--,辽宁,理科,2016,第一批,加入对比 ,5
社会学,中央民族大学,589,--,辽宁,文科,2016,第一批,加入对比 ,5
金融学,中央民族大学,589,--,辽宁,文科,2016,第一批,加入对比 ,5
哲学类,中央民族大学,589,--,辽宁,文科,2016,第一批,加入对比 ,5
法学,中央民族大学,599,--,辽宁,文科,2016,第一批,加入对比 ,5
